Date,Time,LEVELcm,TEMPERATURE
1/15/19,13:20:00,971.4,8.7
1/15/19,13:30:00,971.5,8.7
1/15/19,13:40:00,971.4,8.7
1/15/19,13:50:00,971.4,8.7
1/15/19,14:00:00,971.1,8.6
1/15/19,14:10:00,971.4,8.6
1/15/19,14:20:00,971.5,8.6
1/15/19,14:30:00,971.1,8.5
1/15/19,14:40:00,971.1,8.5
1/15/19,14:50:00,971.2,8.5
1/15/19,15:00:00,971.5,8.5
1/15/19,15:10:00,971.4,8.4
1/15/19,15:20:00,971.5,8.4
1/15/19,15:30:00,971.4,8.4
1/15/19,15:40:00,971.1,8.3
1/15/19,15:50:00,971.2,8.3
1/15/19,16:00:00,971.2,8.3
1/15/19,16:10:00,971.5,8.3
1/15/19,16:20:00,971.1,8.2
1/15/19,16:30:00,971.2,8.2
1/15/19,16:40:00,971.2,8.2
1/15/19,16:50:00,971.4,8.2
1/15/19,17:00:00,971.2,8.1
1/15/19,17:10:00,971,8.1
1/15/19,17:20:00,971.4,8.1
1/15/19,17:30:00,971.1,8
1/15/19,17:40:00,971.4,8
1/15/19,17:50:00,971.2,8
1/15/19,18:00:00,971.4,7.9
1/15/19,18:10:00,971.4,7.9
1/15/19,18:20:00,971.4,7.8
1/15/19,18:30:00,971.5,7.8
1/15/19,18:40:00,972.2,7.8
1/15/19,18:50:00,971.7,7.7
1/15/19,19:00:00,972.2,7.7
1/15/19,19:10:00,972.2,7.7
1/15/19,19:20:00,972.2,7.6
1/15/19,19:30:00,972.2,7.6
1/15/19,19:40:00,972.3,7.6
1/15/19,19:50:00,972.2,7.5
1/15/19,20:00:00,972.2,7.5
1/15/19,20:10:00,972.2,7.5
1/15/19,20:20:00,972.6,7.4
1/15/19,20:30:00,972.2,7.4
1/15/19,20:40:00,972.2,7.4
1/15/19,20:50:00,972.3,7.4
1/15/19,21:00:00,972.3,7.4
1/15/19,21:10:00,972.4,7.3
1/15/19,21:20:00,972.8,7.3
1/15/19,21:30:00,972.8,7.3
1/15/19,21:40:00,972.6,7.3
1/15/19,21:50:00,972.8,7.2
1/15/19,22:00:00,972.8,7.2
1/15/19,22:10:00,972.8,7.2
1/15/19,22:20:00,972.6,7.2
1/15/19,22:30:00,973,7.2
1/15/19,22:40:00,972.9,7.1
1/15/19,22:50:00,973.3,7.1
1/15/19,23:00:00,973,7.1
1/15/19,23:10:00,972.9,7.1
1/15/19,23:20:00,972.9,7.1
1/15/19,23:30:00,972.4,7
1/15/19,23:40:00,972.8,7
1/15/19,23:50:00,972.6,7
1/16/19,0:00:00,972.6,7
1/16/19,0:10:00,972.6,7
1/16/19,0:20:00,972.8,7
1/16/19,0:30:00,972.6,6.9
1/16/19,0:40:00,972.6,6.9
1/16/19,0:50:00,972.4,6.9
1/16/19,1:00:00,972.4,6.9
1/16/19,1:10:00,972.6,6.9
1/16/19,1:20:00,972.9,6.9
1/16/19,1:30:00,972.8,6.9
1/16/19,1:40:00,972.9,6.9
1/16/19,1:50:00,972.9,6.9
1/16/19,2:00:00,973.3,6.9
1/16/19,2:10:00,973,6.9
1/16/19,2:20:00,973,6.9
1/16/19,2:30:00,973,6.9
1/16/19,2:40:00,973,6.9
1/16/19,2:50:00,973.2,6.9
1/16/19,3:00:00,973.2,6.9
1/16/19,3:10:00,973.3,6.9
1/16/19,3:20:00,973.3,6.9
1/16/19,3:30:00,973.2,6.9
1/16/19,3:40:00,973.2,6.9
1/16/19,3:50:00,973.3,6.9
1/16/19,4:00:00,973.2,6.9
1/16/19,4:10:00,973,6.9
1/16/19,4:20:00,973,6.9
1/16/19,4:30:00,973,6.9
1/16/19,4:40:00,973,6.9
1/16/19,4:50:00,973.2,6.9
1/16/19,5:00:00,972.8,6.9
1/16/19,5:10:00,972.9,6.9
1/16/19,5:20:00,973.2,6.9
1/16/19,5:30:00,973,6.9
1/16/19,5:40:00,973,6.9
1/16/19,5:50:00,973.2,6.9
1/16/19,6:00:00,973,6.8
1/16/19,6:10:00,973.2,6.8
1/16/19,6:20:00,973.3,6.8
1/16/19,6:30:00,973.3,6.8
1/16/19,6:40:00,973.6,6.8
1/16/19,6:50:00,973.5,6.8
1/16/19,7:00:00,973.5,6.8
1/16/19,7:10:00,973.6,6.8
1/16/19,7:20:00,973.6,6.8
1/16/19,7:30:00,974,6.8
1/16/19,7:40:00,974,6.8
1/16/19,7:50:00,974.1,6.8
1/16/19,8:00:00,974,6.8
1/16/19,8:10:00,974,6.8
1/16/19,8:20:00,973.6,6.8
1/16/19,8:30:00,974,6.8
1/16/19,8:40:00,974,6.8
1/16/19,8:50:00,974.1,6.8
1/16/19,9:00:00,974.1,6.8
1/16/19,9:10:00,974.3,6.8
1/16/19,9:20:00,974.1,6.8
1/16/19,9:30:00,974.3,6.8
1/16/19,9:40:00,974.3,6.9
1/16/19,9:50:00,974.3,6.9
1/16/19,10:00:00,974.5,6.9
1/16/19,10:10:00,974.7,7
1/16/19,10:20:00,974.7,7
1/16/19,10:30:00,974.8,7.1
1/16/19,10:40:00,974.8,7.1
1/16/19,10:50:00,974.5,7.2
1/16/19,11:00:00,974.4,7.2
1/16/19,11:10:00,974.3,7.3
1/16/19,11:20:00,974.4,7.4
1/16/19,11:30:00,974.3,7.6
1/16/19,11:40:00,974,7.7
1/16/19,11:50:00,973.6,7.8
1/16/19,12:00:00,973.5,7.8
1/16/19,12:10:00,973.5,7.9
1/16/19,12:20:00,973,8
1/16/19,12:30:00,972.9,8.1
1/16/19,12:40:00,972.8,8.1
1/16/19,12:50:00,972.6,8.1
1/16/19,13:00:00,972.3,8.2
1/16/19,13:10:00,972.4,8.2
1/16/19,13:20:00,972.4,8.2
1/16/19,13:30:00,972.2,8.2
1/16/19,13:40:00,972,8.2
1/16/19,13:50:00,971.8,8.2
1/16/19,14:00:00,971.7,8.2
1/16/19,14:10:00,971.5,8.2
1/16/19,14:20:00,971.4,8.2
1/16/19,14:30:00,971.5,8.2
1/16/19,14:40:00,971.2,8.2
1/16/19,14:50:00,971,8.2
1/16/19,15:00:00,971.4,8.2
1/16/19,15:10:00,971.5,8.2
1/16/19,15:20:00,971.4,8.2
1/16/19,15:30:00,971.2,8.2
1/16/19,15:40:00,971.4,8.1
1/16/19,15:50:00,971.7,8.1
1/16/19,16:00:00,971.7,8.1
1/16/19,16:10:00,971.8,8.1
1/16/19,16:20:00,971.7,8
1/16/19,16:30:00,971.7,8
1/16/19,16:40:00,972,8
1/16/19,16:50:00,972.2,8
1/16/19,17:00:00,972,7.9
1/16/19,17:10:00,972.2,7.9
1/16/19,17:20:00,972.3,7.9
1/16/19,17:30:00,972.4,7.8
1/16/19,17:40:00,972.3,7.8
1/16/19,17:50:00,972.3,7.8
1/16/19,18:00:00,972.4,7.7
1/16/19,18:10:00,972.4,7.7
1/16/19,18:20:00,972.4,7.7
1/16/19,18:30:00,972.8,7.6
1/16/19,18:40:00,972.6,7.6
1/16/19,18:50:00,972.4,7.6
1/16/19,19:00:00,972.6,7.5
1/16/19,19:10:00,972.8,7.5
1/16/19,19:20:00,972.8,7.5
1/16/19,19:30:00,973,7.5
1/16/19,19:40:00,972.9,7.5
1/16/19,19:50:00,973,7.4
1/16/19,20:00:00,973,7.4
1/16/19,20:10:00,973,7.4
1/16/19,20:20:00,973,7.4
1/16/19,20:30:00,973.2,7.4
1/16/19,20:40:00,973.3,7.4
1/16/19,20:50:00,973.5,7.4
1/16/19,21:00:00,973.6,7.3
1/16/19,21:10:00,973.6,7.3
1/16/19,21:20:00,973.5,7.3
1/16/19,21:30:00,973.3,7.3
1/16/19,21:40:00,973.3,7.3
1/16/19,21:50:00,973.2,7.3
1/16/19,22:00:00,973.3,7.3
1/16/19,22:10:00,973.5,7.3
1/16/19,22:20:00,973.6,7.2
1/16/19,22:30:00,973.8,7.2
1/16/19,22:40:00,974.3,7.2
1/16/19,22:50:00,974.3,7.2
1/16/19,23:00:00,974.1,7.1
1/16/19,23:10:00,974.1,7.1
1/16/19,23:20:00,974.3,7.1
1/16/19,23:30:00,974,7.1
1/16/19,23:40:00,974.3,7.1
1/16/19,23:50:00,974.1,7
1/17/19,0:00:00,974.1,7
1/17/19,0:10:00,974,7
1/17/19,0:20:00,974,7
1/17/19,0:30:00,974.5,7
1/17/19,0:40:00,974,6.9
1/17/19,0:50:00,974,6.9
1/17/19,1:00:00,973.8,6.9
1/17/19,1:10:00,973.8,6.9
1/17/19,1:20:00,973.8,6.9
1/17/19,1:30:00,973.6,6.9
1/17/19,1:40:00,973.6,6.8
1/17/19,1:50:00,973.6,6.8
1/17/19,2:00:00,973.8,6.8
1/17/19,2:10:00,973.6,6.8
1/17/19,2:20:00,974,6.8
1/17/19,2:30:00,973.8,6.8
1/17/19,2:40:00,974.1,6.8
1/17/19,2:50:00,973.6,6.8
1/17/19,3:00:00,974,6.8
1/17/19,3:10:00,973.8,6.8
1/17/19,3:20:00,974,6.8
1/17/19,3:30:00,973.8,6.8
1/17/19,3:40:00,973.5,6.8
1/17/19,3:50:00,973.2,6.8
1/17/19,4:00:00,973.2,6.8
1/17/19,4:10:00,973.5,6.8
1/17/19,4:20:00,973.2,6.7
1/17/19,4:30:00,973,6.7
1/17/19,4:40:00,973,6.7
1/17/19,4:50:00,973,6.7
1/17/19,5:00:00,973.2,6.7
1/17/19,5:10:00,973,6.7
1/17/19,5:20:00,973.2,6.7
1/17/19,5:30:00,973,6.7
1/17/19,5:40:00,973.2,6.7
1/17/19,5:50:00,973,6.7
1/17/19,6:00:00,972.9,6.7
1/17/19,6:10:00,972.6,6.7
1/17/19,6:20:00,972.8,6.7
1/17/19,6:30:00,972.6,6.7
1/17/19,6:40:00,972.8,6.7
1/17/19,6:50:00,973,6.7
1/17/19,7:00:00,972.9,6.7
1/17/19,7:10:00,973,6.7
1/17/19,7:20:00,973.2,6.7
1/17/19,7:30:00,973.2,6.7
1/17/19,7:40:00,972.8,6.7
1/17/19,7:50:00,972.9,6.7
1/17/19,8:00:00,972.9,6.7
1/17/19,8:10:00,972.8,6.7
1/17/19,8:20:00,972.4,6.7
1/17/19,8:30:00,972.3,6.7
1/17/19,8:40:00,972.8,6.7
1/17/19,8:50:00,972.6,6.7
1/17/19,9:00:00,972.4,6.8
1/17/19,9:10:00,972.8,6.8
1/17/19,9:20:00,972.3,6.8
1/17/19,9:30:00,972.4,6.9
1/17/19,9:40:00,972.8,6.9
1/17/19,9:50:00,972.6,7
1/17/19,10:00:00,972.4,7
1/17/19,10:10:00,972.4,7
1/17/19,10:20:00,972,7.1
1/17/19,10:30:00,971.7,7.2
1/17/19,10:40:00,971.8,7.3
1/17/19,10:50:00,972,7.3
1/17/19,11:00:00,971.7,7.3
1/17/19,11:10:00,972.2,7.3
1/17/19,11:20:00,972.4,7.4
1/17/19,11:30:00,972.8,7.4
1/17/19,11:40:00,973,7.4
1/17/19,11:50:00,972.9,7.4
1/17/19,12:00:00,972.9,7.4
1/17/19,12:10:00,972.6,7.4
1/17/19,12:20:00,972.3,7.4
1/17/19,12:30:00,972.8,7.5
1/17/19,12:40:00,972.6,7.5
1/17/19,12:50:00,972.4,7.5
1/17/19,13:00:00,972.2,7.6
1/17/19,13:10:00,971.7,7.6
1/17/19,13:20:00,971.2,7.7
1/17/19,13:30:00,971.2,7.7
1/17/19,13:40:00,971.1,7.8
1/17/19,13:50:00,971.1,7.8
1/17/19,14:00:00,970.8,7.8
1/17/19,14:10:00,970.8,7.8
1/17/19,14:20:00,970.8,7.7
1/17/19,14:30:00,970.8,7.7
1/17/19,14:40:00,970.8,7.7
1/17/19,14:50:00,971,7.7
1/17/19,15:00:00,971.1,7.7
1/17/19,15:10:00,970.7,7.7
1/17/19,15:20:00,970.7,7.7
1/17/19,15:30:00,970.8,7.6
1/17/19,15:40:00,970.5,7.6
1/17/19,15:50:00,970.3,7.6
1/17/19,16:00:00,970.7,7.6
1/17/19,16:10:00,970.5,7.6
1/17/19,16:20:00,970.3,7.6
1/17/19,16:30:00,970.3,7.6
1/17/19,16:40:00,970.7,7.6
1/17/19,16:50:00,970.3,7.6
1/17/19,17:00:00,970.7,7.6
1/17/19,17:10:00,970.3,7.6
1/17/19,17:20:00,970.2,7.6
1/17/19,17:30:00,970,7.6
1/17/19,17:40:00,970,7.6
1/17/19,17:50:00,969.9,7.6
1/17/19,18:00:00,970,7.6
1/17/19,18:10:00,969.8,7.6
1/17/19,18:20:00,969.6,7.6
1/17/19,18:30:00,969.9,7.6
1/17/19,18:40:00,970,7.6
1/17/19,18:50:00,969.9,7.6
1/17/19,19:00:00,969.9,7.6
1/17/19,19:10:00,970,7.6
1/17/19,19:20:00,970.2,7.6
1/17/19,19:30:00,970,7.6
1/17/19,19:40:00,970.2,7.6
1/17/19,19:50:00,970,7.6
1/17/19,20:00:00,970.2,7.6
1/17/19,20:10:00,970.2,7.6
1/17/19,20:20:00,969.9,7.6
1/17/19,20:30:00,969.9,7.6
1/17/19,20:40:00,970.2,7.6
1/17/19,20:50:00,970,7.6
1/17/19,21:00:00,969.9,7.6
1/17/19,21:10:00,969.9,7.6
1/17/19,21:20:00,970,7.6
1/17/19,21:30:00,969.8,7.6
1/17/19,21:40:00,969.8,7.6
1/17/19,21:50:00,970,7.7
1/17/19,22:00:00,969.9,7.7
1/17/19,22:10:00,969.9,7.7
1/17/19,22:20:00,970,7.7
1/17/19,22:30:00,970.2,7.7
1/17/19,22:40:00,970,7.7
1/17/19,22:50:00,969.9,7.7
1/17/19,23:00:00,970,7.7
1/17/19,23:10:00,970,7.7
1/17/19,23:20:00,969.9,7.7
1/17/19,23:30:00,969.8,7.7
1/17/19,23:40:00,970,7.7
1/17/19,23:50:00,970,7.7
1/18/19,0:00:00,969.9,7.7
1/18/19,0:10:00,969.9,7.7
1/18/19,0:20:00,969.8,7.7
1/18/19,0:30:00,970,7.7
1/18/19,0:40:00,969.9,7.7
1/18/19,0:50:00,969.3,7.7
1/18/19,1:00:00,969.3,7.7
1/18/19,1:10:00,969.3,7.7
1/18/19,1:20:00,969.5,7.7
1/18/19,1:30:00,969.1,7.7
1/18/19,1:40:00,969,7.7
1/18/19,1:50:00,969.1,7.7
1/18/19,2:00:00,969.5,7.7
1/18/19,2:10:00,969,7.7
1/18/19,2:20:00,969.6,7.7
1/18/19,2:30:00,969.3,7.7
1/18/19,2:40:00,969.3,7.7
1/18/19,2:50:00,969.3,7.7
1/18/19,3:00:00,969.1,7.7
1/18/19,3:10:00,969.3,7.7
1/18/19,3:20:00,969.1,7.8
1/18/19,3:30:00,969.5,7.8
1/18/19,3:40:00,969.6,7.8
1/18/19,3:50:00,969.1,7.8
1/18/19,4:00:00,969.5,7.8
1/18/19,4:10:00,968.8,7.8
1/18/19,4:20:00,969,7.8
1/18/19,4:30:00,969,7.8
1/18/19,4:40:00,968.8,7.8
1/18/19,4:50:00,968.7,7.8
1/18/19,5:00:00,968.5,7.8
1/18/19,5:10:00,968.7,7.8
1/18/19,5:20:00,968.7,7.8
1/18/19,5:30:00,968.5,7.8
1/18/19,5:40:00,968.7,7.8
1/18/19,5:50:00,968.8,7.8
1/18/19,6:00:00,968.7,7.8
1/18/19,6:10:00,968.5,7.8
1/18/19,6:20:00,968.5,7.8
1/18/19,6:30:00,968.7,7.8
1/18/19,6:40:00,968.8,7.8
1/18/19,6:50:00,968.8,7.8
1/18/19,7:00:00,969,7.8
1/18/19,7:10:00,969,7.8
1/18/19,7:20:00,969,7.8
1/18/19,7:30:00,969.6,7.8
1/18/19,7:40:00,969.3,7.8
1/18/19,7:50:00,969.5,7.9
1/18/19,8:00:00,969.3,7.9
1/18/19,8:10:00,969.3,7.9
1/18/19,8:20:00,969.3,7.9
1/18/19,8:30:00,969.5,7.9
1/18/19,8:40:00,969.1,7.9
1/18/19,8:50:00,969.3,7.9
1/18/19,9:00:00,969.5,8
1/18/19,9:10:00,969.3,8
1/18/19,9:20:00,969.6,8.1
1/18/19,9:30:00,969.6,8.1
1/18/19,9:40:00,969.8,8.2
1/18/19,9:50:00,969.8,8.2
1/18/19,10:00:00,969.8,8.2
1/18/19,10:10:00,969.9,8.2
1/18/19,10:20:00,970,8.3
1/18/19,10:30:00,970.2,8.3
1/18/19,10:40:00,970,8.4
1/18/19,10:50:00,970.5,8.5
1/18/19,11:00:00,970,8.5
1/18/19,11:10:00,970.7,8.6
1/18/19,11:20:00,970.2,8.6
1/18/19,11:30:00,969.9,8.6
1/18/19,11:40:00,969.9,8.7
1/18/19,11:50:00,969.8,8.7
1/18/19,12:00:00,969.9,8.8
1/18/19,12:10:00,969.5,8.8
1/18/19,12:20:00,969.1,8.9
1/18/19,12:30:00,969.1,8.9
1/18/19,12:40:00,969,8.9
1/18/19,12:50:00,968.8,9
1/18/19,13:00:00,968.7,9
1/18/19,13:10:00,968.4,9
1/18/19,13:20:00,968.5,9.1
1/18/19,13:30:00,968.3,9.1
1/18/19,13:40:00,968.3,9.1
1/18/19,13:50:00,968.1,9.1
1/18/19,14:00:00,967.9,9.1
1/18/19,14:10:00,968.3,9.1
1/18/19,14:20:00,967.9,9.1
1/18/19,14:30:00,967.8,9.1
1/18/19,14:40:00,968.1,9.2
1/18/19,14:50:00,967.9,9.2
1/18/19,15:00:00,967.9,9.2
1/18/19,15:10:00,967.8,9.2
1/18/19,15:20:00,968.1,9.2
1/18/19,15:30:00,967.8,9.2
1/18/19,15:40:00,968.1,9.2
1/18/19,15:50:00,968.1,9.2
1/18/19,16:00:00,968.1,9.2
1/18/19,16:10:00,968.3,9.2
1/18/19,16:20:00,968.1,9.2
1/18/19,16:30:00,968.1,9.2
1/18/19,16:40:00,967.8,9.2
1/18/19,16:50:00,967.7,9.2
1/18/19,17:00:00,967.5,9.2
1/18/19,17:10:00,967.8,9.2
1/18/19,17:20:00,967.7,9.2
1/18/19,17:30:00,967.8,9.2
1/18/19,17:40:00,967.8,9.1
1/18/19,17:50:00,968.4,9.1
1/18/19,18:00:00,968.3,9.1
1/18/19,18:10:00,968.3,9.1
1/18/19,18:20:00,968.3,9.1
1/18/19,18:30:00,968.3,9.1
1/18/19,18:40:00,968.3,9
1/18/19,18:50:00,968.3,9
1/18/19,19:00:00,968.5,9
1/18/19,19:10:00,968.8,9
1/18/19,19:20:00,968.8,9
1/18/19,19:30:00,969.1,9
1/18/19,19:40:00,969,9
1/18/19,19:50:00,968.8,9
1/18/19,20:00:00,968.7,9
1/18/19,20:10:00,968.8,8.9
1/18/19,20:20:00,968.5,8.9
1/18/19,20:30:00,968.7,8.9
1/18/19,20:40:00,968.3,8.9
1/18/19,20:50:00,968.5,8.9
1/18/19,21:00:00,968.1,8.9
1/18/19,21:10:00,968.3,8.9
1/18/19,21:20:00,968.4,8.9
1/18/19,21:30:00,968.5,8.9
1/18/19,21:40:00,968.5,8.9
1/18/19,21:50:00,968.7,8.9
1/18/19,22:00:00,968.7,8.8
1/18/19,22:10:00,968.5,8.8
1/18/19,22:20:00,968.7,8.8
1/18/19,22:30:00,968.4,8.8
1/18/19,22:40:00,968.5,8.8
1/18/19,22:50:00,968.7,8.8
1/18/19,23:00:00,968.5,8.8
1/18/19,23:10:00,968.4,8.8
1/18/19,23:20:00,968.3,8.7
1/18/19,23:30:00,968.7,8.7
1/18/19,23:40:00,968.5,8.7
1/18/19,23:50:00,968.5,8.7
1/19/19,0:00:00,968.3,8.6
1/19/19,0:10:00,968.4,8.6
1/19/19,0:20:00,968.4,8.6
1/19/19,0:30:00,968.1,8.6
1/19/19,0:40:00,967.7,8.5
1/19/19,0:50:00,967.5,8.5
1/19/19,1:00:00,967,8.5
1/19/19,1:10:00,967.2,8.5
1/19/19,1:20:00,967.2,8.5
1/19/19,1:30:00,967,8.5
1/19/19,1:40:00,967.3,8.5
1/19/19,1:50:00,967.5,8.5
1/19/19,2:00:00,967.5,8.5
1/19/19,2:10:00,967.3,8.5
1/19/19,2:20:00,967.3,8.6
1/19/19,2:30:00,967.2,8.6
1/19/19,2:40:00,967.3,8.6
1/19/19,2:50:00,967.3,8.6
1/19/19,3:00:00,967.3,8.6
1/19/19,3:10:00,967.2,8.6
1/19/19,3:20:00,966.9,8.6
1/19/19,3:30:00,966.6,8.6
1/19/19,3:40:00,966.5,8.6
1/19/19,3:50:00,966.8,8.6
1/19/19,4:00:00,966.3,8.6
1/19/19,4:10:00,966.3,8.6
1/19/19,4:20:00,966.5,8.6
1/19/19,4:30:00,966,8.6
1/19/19,4:40:00,966.2,8.6
1/19/19,4:50:00,965.8,8.6
1/19/19,5:00:00,965.4,8.6
1/19/19,5:10:00,965.3,8.6
1/19/19,5:20:00,965.3,8.7
1/19/19,5:30:00,965.1,8.7
1/19/19,5:40:00,964.6,8.7
1/19/19,5:50:00,965,8.7
1/19/19,6:00:00,965.1,8.7
1/19/19,6:10:00,965.4,8.7
1/19/19,6:20:00,965.1,8.7
1/19/19,6:30:00,964.6,8.7
1/19/19,6:40:00,965,8.7
1/19/19,6:50:00,964.5,8.7
1/19/19,7:00:00,964.3,8.7
1/19/19,7:10:00,964.6,8.8
1/19/19,7:20:00,964.5,8.8
1/19/19,7:30:00,964.6,8.8
1/19/19,7:40:00,964.2,8.8
1/19/19,7:50:00,964.5,8.8
1/19/19,8:00:00,965,8.8
1/19/19,8:10:00,964.3,8.8
1/19/19,8:20:00,964.5,8.8
1/19/19,8:30:00,964.5,8.9
1/19/19,8:40:00,964.3,8.9
1/19/19,8:50:00,963.6,8.9
1/19/19,9:00:00,963.5,8.9
1/19/19,9:10:00,963.2,9
1/19/19,9:20:00,963,9.1
1/19/19,9:30:00,962.8,9.1
1/19/19,9:40:00,962.8,9.2
1/19/19,9:50:00,962.4,9.2
1/19/19,10:00:00,962.7,9.3
1/19/19,10:10:00,962.5,9.3
1/19/19,10:20:00,962.5,9.3
1/19/19,10:30:00,962.4,9.3
1/19/19,10:40:00,962.4,9.3
1/19/19,10:50:00,962.3,9.3
1/19/19,11:00:00,962.1,9.4
1/19/19,11:10:00,961.8,9.4
1/19/19,11:20:00,962,9.5
1/19/19,11:30:00,962,9.5
1/19/19,11:40:00,961.6,9.5
1/19/19,11:50:00,961.5,9.5
1/19/19,12:00:00,961.3,9.5
1/19/19,12:10:00,961,9.5
1/19/19,12:20:00,960.9,9.5
1/19/19,12:30:00,960.8,9.5
1/19/19,12:40:00,960.3,9.5
1/19/19,12:50:00,959.8,9.5
1/19/19,13:00:00,959.7,9.5
1/19/19,13:10:00,959.5,9.5
1/19/19,13:20:00,959.3,9.5
1/19/19,13:30:00,959.1,9.5
1/19/19,13:40:00,958.8,9.5
1/19/19,13:50:00,958.5,9.6
1/19/19,14:00:00,958.5,9.6
1/19/19,14:10:00,957.9,9.6
1/19/19,14:20:00,957.6,9.6
1/19/19,14:30:00,957.1,9.6
1/19/19,14:40:00,957,9.6
1/19/19,14:50:00,957.1,9.6
1/19/19,15:00:00,956.7,9.6
1/19/19,15:10:00,956.3,9.6
1/19/19,15:20:00,955.9,9.6
1/19/19,15:30:00,955.7,9.6
1/19/19,15:40:00,955.5,9.6
1/19/19,15:50:00,955.3,9.7
1/19/19,16:00:00,955.2,9.7
1/19/19,16:10:00,954.7,9.7
1/19/19,16:20:00,954.9,9.7
1/19/19,16:30:00,954.5,9.7
1/19/19,16:40:00,954,9.7
1/19/19,16:50:00,953.8,9.7
1/19/19,17:00:00,953.7,9.7
1/19/19,17:10:00,953.4,9.7
1/19/19,17:20:00,953.3,9.7
1/19/19,17:30:00,953,9.7
1/19/19,17:40:00,952.5,9.7
1/19/19,17:50:00,952.3,9.7
1/19/19,18:00:00,952.2,9.7
1/19/19,18:10:00,952.2,9.7
1/19/19,18:20:00,952.3,9.7
1/19/19,18:30:00,952.2,9.8
1/19/19,18:40:00,952.6,9.8
1/19/19,18:50:00,952.8,9.8
1/19/19,19:00:00,953.3,9.8
1/19/19,19:10:00,953.4,9.8
1/19/19,19:20:00,953.8,9.8
1/19/19,19:30:00,955.2,9.8
1/19/19,19:40:00,956.3,9.8
1/19/19,19:50:00,957.5,9.7
1/19/19,20:00:00,958.3,9.7
1/19/19,20:10:00,958.8,9.7
1/19/19,20:20:00,958.7,9.7
1/19/19,20:30:00,958.7,9.7
1/19/19,20:40:00,958.5,9.7
1/19/19,20:50:00,958,9.7
1/19/19,21:00:00,957.8,9.7
1/19/19,21:10:00,956.5,9.7
1/19/19,21:20:00,956.1,9.7
1/19/19,21:30:00,955.5,9.7
1/19/19,21:40:00,954.7,9.7
1/19/19,21:50:00,954.3,9.7
1/19/19,22:00:00,953.5,9.7
1/19/19,22:10:00,953.4,9.7
1/19/19,22:20:00,953.1,9.6
1/19/19,22:30:00,952.8,9.6
1/19/19,22:40:00,952.8,9.6
1/19/19,22:50:00,952.8,9.6
1/19/19,23:00:00,952.6,9.6
1/19/19,23:10:00,952.3,9.6
1/19/19,23:20:00,952.6,9.6
1/19/19,23:30:00,952.5,9.5
1/19/19,23:40:00,952.2,9.5
1/19/19,23:50:00,952.3,9.5
1/20/19,0:00:00,952.5,9.6
1/20/19,0:10:00,952.5,9.6
1/20/19,0:20:00,952.3,9.6
1/20/19,0:30:00,952.3,9.5
1/20/19,0:40:00,952,9.5
1/20/19,0:50:00,952,9.5
1/20/19,1:00:00,951.8,9.5
1/20/19,1:10:00,951.8,9.5
1/20/19,1:20:00,951.3,9.5
1/20/19,1:30:00,951.6,9.5
1/20/19,1:40:00,951.4,9.5
1/20/19,1:50:00,951.4,9.5
1/20/19,2:00:00,951.8,9.4
1/20/19,2:10:00,951.4,9.4
1/20/19,2:20:00,951.8,9.4
1/20/19,2:30:00,951.9,9.4
1/20/19,2:40:00,952.3,9.4
1/20/19,2:50:00,952.5,9.4
1/20/19,3:00:00,952.8,9.3
1/20/19,3:10:00,953.1,9.3
1/20/19,3:20:00,953.3,9.2
1/20/19,3:30:00,953.8,9.1
1/20/19,3:40:00,953.5,9.1
1/20/19,3:50:00,953.5,9
1/20/19,4:00:00,953.7,9
1/20/19,4:10:00,954,8.9
1/20/19,4:20:00,954,8.8
1/20/19,4:30:00,954,8.8
1/20/19,4:40:00,954.2,8.8
1/20/19,4:50:00,954.3,8.7
1/20/19,5:00:00,954.6,8.7
1/20/19,5:10:00,954.7,8.6
1/20/19,5:20:00,954.6,8.6
1/20/19,5:30:00,954.6,8.6
1/20/19,5:40:00,955,8.6
1/20/19,5:50:00,955,8.5
1/20/19,6:00:00,955.3,8.5
1/20/19,6:10:00,955.5,8.5
1/20/19,6:20:00,955.8,8.4
1/20/19,6:30:00,956.5,8.4
1/20/19,6:40:00,956.5,8.4
1/20/19,6:50:00,956.5,8.3
1/20/19,7:00:00,956.8,8.3
1/20/19,7:10:00,956.8,8.2
1/20/19,7:20:00,957.1,8.2
1/20/19,7:30:00,957.6,8.2
1/20/19,7:40:00,957.8,8.1
1/20/19,7:50:00,958.2,8.1
1/20/19,8:00:00,958.2,8
1/20/19,8:10:00,959,8
1/20/19,8:20:00,959.3,7.9
1/20/19,8:30:00,959.1,7.8
1/20/19,8:40:00,959.3,7.8
1/20/19,8:50:00,959.4,7.7
1/20/19,9:00:00,959.4,7.7
1/20/19,9:10:00,959.8,7.7
1/20/19,9:20:00,960.4,7.7
1/20/19,9:30:00,960,7.7
1/20/19,9:40:00,960.3,7.7
1/20/19,9:50:00,960.2,7.7
1/20/19,10:00:00,960.8,7.7
1/20/19,10:10:00,960.6,7.7
1/20/19,10:20:00,960.4,7.8
1/20/19,10:30:00,960.9,7.8
1/20/19,10:40:00,961,7.9
1/20/19,10:50:00,961.2,8
1/20/19,11:00:00,961.5,8
1/20/19,11:10:00,961.6,8.1
1/20/19,11:20:00,961.2,8.1
1/20/19,11:30:00,961.5,8.2
1/20/19,11:40:00,961.6,8.2
1/20/19,11:50:00,962,8.3
1/20/19,12:00:00,962,8.3
1/20/19,12:10:00,962,8.4
